name,url,phone,cnpj,streetAddress,neighborhood,zipcode,rating,email,cuisine,priceRange,regiao,instagramUrl,instagram_profile_url,instagram_user_id,seguidores,perfil_do_lead,punch_line
K&amp;k Pizzaria | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/kk-pizzaria-bosque-dos-eucaliptos/aee47055-4cb9-4652-82bf-e60582f003bb,1298872331,28267212000159,Av ouro fino  818,Bosque dos Eucaliptos,12233400,4.8,krueger_joao97@hotmail.com,"""Pizza""","""$$""",Sao Jose Dos Campos,https://www.instagram.com/pizzariajksjc/,https://www.instagram.com/pizzariajksjc/,5797524764,4.600,"K&K Pizzaria é uma pizzaria localizada em São José dos Campos, no bairro Bosque dos Eucaliptos. A operação inclui o uso de forno à lenha para preparar suas pizzas, que apresentam uma variedade de coberturas, incluindo tomate, azeitonas, queijo, linguiça, cebola, ovos, pimentões e milho.",Gancho: destaque a autenticidade do forno à lenha no preparo das pizzas.
Feijoada da Vó Alda | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/feijoada-da-vo-alda-vila-ema/e504a492-2a40-4696-8f46-2d10ab768049,1288284625,34774290000142,Rua Euclides da Cunha 120,Vila Ema,12243580,4.9,feijoadadavoalda@gmail.com,"""Comida Brasileira""","""$$$$""",Sao Jose Dos Campos,https://www.instagram.com/feijoadadavoalda/,https://www.instagram.com/feijoadadavoalda/,21202638660,,"Feijoada da Vó Alda é um restaurante especializado em comida brasileira localizado em São José dos Campos, no bairro Vila Ema. A operação inclui serviço de delivery e um menu diversificado que abrange pratos e drinks, além de oferecer opções especiais para aniversariantes. Os destaques no Instagram mostram novidades, pratos, drinks e interações com clientes.",Gancho: destaque o serviço de delivery eficiente.
Kiosque Kalango | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/kiosque-kalango-urbanova/01a3c99e-1a61-43cd-b013-42428a16bb03,1288037188,48951572000182,Avenida Shishima Hifumi 1830,Urbanova,12244000,4.9,juliana.peresdebarros@gmail.com,"""Açaí""","""$""",Sao Jose Dos Campos,https://www.instagram.com/kalango_quiosque/,https://www.instagram.com/kalango_quiosque/,5445013462,3.359,"O Kiosque Kalango é um estabelecimento em São José dos Campos, especializado em açaí, que oferece um ambiente informal e descontraído. A operação inclui um café da manhã variado com pães, frios, bolos e frutas, além de sobremesas geladas. O quiosque realiza promoções como sorteios de cestas de chocolates para clientes que participam do café da manhã.",Mencione o sorteio de Páscoa como um atrativo para aumentar a participação no café da manhã.
Os Dogueiros | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/os-dogueiros-conjunto-residencial-trinta-e-um-de-marco/02b03247-7eb3-467d-999c-20ac6d2c2ca3,12988133247,29235872000110,Rua Icatu 880,Conjunto Residencial Trinta e Um de Março,12237010,4.9,helderr.assis@gmail.com,"""Lanches""","""$$""",Sao Jose Dos Campos,,,,,,
Pizzaria e Esfiharia Rosas de Saron | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/pizzaria-e-esfiharia-rosas-de-saron-jardim-veneza/0e229c9c-3db4-4c66-bdb1-40cb34d8a68a,1296856673,38000418000171,Rua José Francisco Pereira Sáles 364,Jardim Veneza,12237090,4.9,mau123lopes@gmail.com,"""Pizza""","""$""",Sao Jose Dos Campos,https://www.instagram.com/pizzariarosasdesaron_/,https://www.instagram.com/pizzariarosasdesaron_/,12567093947,957,"A Pizzaria e Esfiharia Rosas de Saron é um estabelecimento localizado em São José dos Campos, no bairro Jardim Veneza, especializado em pizzas e esfirras. A operação inclui a preparação de pizzas com diversas coberturas e esfirras, utilizando forno a lenha, o que é evidenciado pelas imagens dos posts. Os destaques do perfil mostram informações sobre esfirras, pizzas, horários de funcionamento, cardápio e depoimentos de clientes.",Gancho: elogie a qualidade das pizzas preparadas no forno a lenha.
Restaurante São Dimas | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/restaurante-sao-dimas-jardim-sao-dimas/0e968dde-6a12-4001-bc4a-c71e32182181,1291751971,52099734000173,Brigadeiro osvaldo nascimento leal 84,JARDIM SAO DIMAS,12245200,4.7,adriana_lima.sjc@hotmail.com,"""Marmita""","""$""",Sao Jose Dos Campos,https://www.instagram.com/caldinhosaodimasoficial/,https://www.instagram.com/caldinhosaodimasoficial/,4659976533,,"O estabelecimento é um restaurante e pizzaria em São José dos Campos, que oferece uma variedade de opções gastronômicas, incluindo pizzas, caldos, sorvetes, açaí e lanches. A operação inclui serviços de rodízio com preços diferenciados para crianças, adolescentes e adultos, além de promoções especiais como a Super Black Semana. O restaurante também está disponível para pedidos via iFood, destacando-se na culinária de marmitas na região do Jardim São Dimas.",Gancho: mencione as promoções de rodízio e a Super Black Semana para atrair interesse.
Kiko Pizzaria e Lancheria | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/kiko-pizzaria-e-lancheria-parque-industrial/37324930-29e4-4a2e-b6cd-5ff5d27d75a8,12992616742,06651971000188,RUA PALMARES 24,PARQUE INDUSTRIAL,12235620,4.8,,"""Lanches""","""$$""",Sao Jose Dos Campos,https://www.instagram.com/kikopizzaria/,https://www.instagram.com/kikopizzaria/,1680952770,4.320,"Kiko Pizzaria e Lancheria é um estabelecimento em São José dos Campos especializado em lanches, com foco em hambúrgueres e pizzas. A operação inclui um serviço de atendimento via WhatsApp e está presente no iFood, atendendo a região do Parque Industrial. Os destaques do Instagram mostram o feedback dos clientes, a loja, além de seus produtos principais: hambúrgueres e pizzas.","Gancho: elogie a variedade de coberturas das pizzas, como a de brócolis e bacon."
Najab Pizzas Esfihas Pastéis e Salgados | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/najab-pizzas-esfihas-pasteis-e-salgados-bsq-dos-eucaliptos/4bee8cc8-1df7-454e-9fa1-5d94996f7c30,12991047031,26394533000199,Rua Sumaré 274,Bsq Dos Eucaliptos,12233770,4.7,aguianjos@gmail.com,"""Pastel""","""$$""",Sao Jose Dos Campos,https://www.instagram.com/najabpizzas/,https://www.instagram.com/najabpizzas/,2903274183,1.487,"Najab Pizzas Esfihas Pastéis e Salgados é um estabelecimento localizado em São José dos Campos, especializado em pastéis e outros salgados. A operação inclui a venda de combos promocionais que combinam bebidas e cestas de mini pastéis. Os destaques do perfil incluem informações sobre combos, pizzas, avaliações de clientes e localização.",Mencione o interesse nos novos sabores de mini pastéis e os combos promocionais.
Altas Horas | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/altas-horas-bosque-dos-eucaliptos/eb2c0d3b-99ce-4fb8-8492-57b0b3c1f12a,1287059039,51276599000121,RUA JOSE ARMANDO DE OLIVEIRA GOMES 101,Bosque dos Eucaliptos,12233630,4.8,rebecaamparo6@gmail.com,"""Lanches""","""$$""",Sao Jose Dos Campos,https://www.instagram.com/altas_lanches/,https://www.instagram.com/altas_lanches/,1102515858,3.325,"Altas Horas é um estabelecimento em São José dos Campos especializado em lanches, com foco em açaí e outros tipos de lanches. A operação é destacada nas redes sociais com vídeos frequentes, e está localizada no bairro Bosque dos Eucaliptos.",Elogie a frequência e qualidade dos vídeos postados.
Tango Choripan - Lanches | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/tango-choripan---lanches-jardim-satelite/f352d223-5585-4fff-a1c9-aaafb25d8f67,1288646838,47868417000134,Avenida Cassiopéia 296,Jardim Satélite,12230010,4.8,tangochoripan@gmail.com,"""Lanches""","""$""",Sao Jose Dos Campos,https://www.instagram.com/tangochoripan/,https://www.instagram.com/tangochoripan/,37830445372,,"Tango Choripan é um estabelecimento especializado em lanches localizado em São José dos Campos, no bairro Jardim Satélite. A operação inclui a divulgação de seus endereços, horários de funcionamento e a interação com clientes através de destaques no Instagram.",Gancho: comente sobre a consistência na produção de vídeos para engajamento.
Terraço&#x27;s Marmitaria | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/terracos-marmitaria-jardim-satelite/1bfadb69-44b2-43a7-b739-bc7dae52d2c9,3898541633,30001422000142,Rua Antônio Aleixo da Silva 490,Jardim Satélite,12231650,4.5,cleicyribeiro0@gmail.com,"""Marmita""","""$""",Sao Jose Dos Campos,https://www.instagram.com/terracoandromeda/,https://www.instagram.com/terracoandromeda/,18495466172,,"Terraço's Marmitaria é um estabelecimento localizado em São José dos Campos, no bairro Jardim Satélite, especializado em marmitas. A operação inclui a oferta de pratos variados, destacando-se na região por sua presença no iFood.",Gancho: comente sobre a frequência de posts em vídeo para engajar o público.
Burlover Hamburgueria - Sjc | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/burlover-hamburgueria---sjc-parque-industrial/6b52e6a1-cb3b-45ae-9ca6-3614d3ba1ea3,12997021401,24630630000108,Rua Sena Madureira 947,Parque Industrial,12237020,4.9,jeffersonnike01@gmail.com,"""Lanches""","""$$""",Sao Jose Dos Campos,https://www.instagram.com/burlover_hamburgueria/,https://www.instagram.com/burlover_hamburgueria/,59045708432,,"Burlover Hamburgueria é uma hamburgueria localizada em São José dos Campos, no bairro Parque Industrial, especializada em lanches. O estabelecimento destaca seus hambúrgueres artesanais e momentos de celebração, oferecendo um menu variado que inclui opções como o hambúrguer 'Mafioso'.",Gancho: comente sobre a apresentação visual das bebidas coloridas.
Pizzaria Di Vanna | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/pizzaria-di-vanna-cidade-morumbi/88d3802c-faf0-4aaa-9fab-21f585aa6a8b,1299260845,45493702000192,Av. Eliane Maria Barbiere Soares 383,Cidade Morumbi,12236570,4.9,marcossilvalimasjc5@gmail.com,"""Pizza""","""$""",Sao Jose Dos Campos,https://www.instagram.com/pizzadivanna/,https://www.instagram.com/pizzadivanna/,53120672179,1.267,"É uma pizzaria localizada em São José dos Campos, especializada em oferecer pizzas com diversas opções de coberturas. A operação inclui promoções que combinam pizzas com bebidas, como refrigerantes, a preços atrativos. O estabelecimento realiza entregas, destacando a conveniência para os clientes.",Inicie mencionando a promoção atual de pizza portuguesa com Coca Cola.
Parmegiana&#x27;s House | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/parmegianas-house-cidade-morumbi/b0bf88a0-b1e7-4d73-8afc-43b06b88c05a,12996452418,23542403000168,Rua Benedito Cubas 11,Cidade Morumbi,12236510,4.8,contato@burgones.com.br,"""Comida Italiana""","""$""",Sao Jose Dos Campos,https://www.instagram.com/parmegianashouse/,https://www.instagram.com/parmegianashouse/,45534966330,940,"Parmegiana's House é um restaurante especializado em comida italiana, localizado em São José dos Campos, no bairro Cidade Morumbi. A operação inclui a oferta de pratos como parmegiana com queijo derretido e molho de tomate, além de sobremesas como bolo de chocolate decorado. O restaurante está presente no iFood, facilitando o acesso dos clientes aos seus pratos.",Gancho: comente sobre a apresentação visual dos pratos nos posts.
Restaurante Feijoada do Abílio | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/restaurante-feijoada-do-abilio-jardim-das-industrias/e240a9a9-c41b-4de8-8dbc-85099ae361c3,12997473000,63024682000192,Rua Presidente Epitâcio 116,Jardim das Indústrias,12240310,4.7,contato@maxiss.com.br,"""Comida Brasileira""","""$""",Sao Jose Dos Campos,https://www.instagram.com/feijoadadoabilio/,https://www.instagram.com/feijoadadoabilio/,3168981923,,"É um restaurante especializado em comida brasileira, localizado em São José dos Campos, no bairro Jardim das Indústrias. A operação inclui a oferta de feijoada, destacada no iFood, e a participação em eventos. Os destaques do Instagram incluem menus de pedidos, edições anuais, fotos de famosos e parcerias.",Gancho: pergunte sobre a edição de eventos de 2024.
Royal Parma - Parmegianas &amp; Massas | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/royal-parma---parmegianas--massas-jardim-vale-do-sol/e6024805-245f-456f-b2b4-6091724175b3,3599383998,57185095000182,Rua Almadina 73,Jardim Vale do Sol,12238050,4.9,royalparmasjc@gmail.com,"""Comida Brasileira""","""$""",Sao Jose Dos Campos,https://www.instagram.com/royalparmasaojosedoscampos/,https://www.instagram.com/royalparmasaojosedoscampos/,68610453671,,"É um restaurante especializado em parmegianas e massas localizado em São José dos Campos, no bairro Jardim Vale do Sol. Oferece uma experiência gastronômica que pode ser desfrutada em casa, destacando-se como a maior parmegianaria do Brasil. O estabelecimento utiliza o iFood para suas operações de entrega.",Gancho: destaque a experiência de restaurante em casa com suas parmegianas.
Lanches San Marino | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/lanches-san-marino-jardim-aeroporto/24343b3f-b614-4c23-98b1-5969a4b42105,1287047550,34833532000121,Rua Noruega 292,Jardim Aeroporto,12231140,4.8,fabianaanalia14@icloud.com,"""Lanches""","""$""",Sao Jose Dos Campos,https://www.instagram.com/lanches_sanmarino/,https://www.instagram.com/lanches_sanmarino/,59122070716,,"É um estabelecimento especializado em lanches localizado em São José dos Campos, no bairro Jardim Aeroporto. Oferece uma variedade de sanduíches generosamente recheados com ingredientes como carne, salsicha, queijo e vegetais, apresentados de forma atraente e rústica.",Mencione o apelo visual dos sanduíches e a apresentação diferenciada com ingredientes variados.
Salvatore Pasteis | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/salvatore-pasteis-cidade-morumbi/48ec20e1-fc38-4eba-bbdd-6fbb388891e5,1278139029,60384665000178,Rua Olímpio de Lima 457,Cidade Morumbi,12236640,4.8,savastanoifood@gmail.com,"""Pastel""","""$""",Sao Jose Dos Campos,https://www.instagram.com/salvatorepasteis/,https://www.instagram.com/salvatorepasteis/,52586256017,,"Salvatore Pasteis é uma operação de pastelaria localizada em São José dos Campos, no bairro Cidade Morumbi, especializada em pastéis recheados. Oferece serviços de delivery e possui um cardápio diversificado, com destaque para pastéis de chocolate e morango, além de opções tradicionais como carne e queijo. Está presente no iFood, facilitando o acesso dos clientes aos seus produtos.","Gancho: destaque a apresentação visual dos pastéis no último post, mencionando o apelo visual do recheio de chocolate e morango."
MARMITARIA EMPÓRIO DO CHURRASCO | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/marmitaria-emporio-do-churrasco-jardim-satelite/c210b1c4-984a-4fcb-8465-52ea52be6a37,1297707123,62408840000145,Avenida Perseu 80,Jardim Satélite,12230470,4.7,moacir.sjc@hotmail.com,"""Comida Brasileira""","""$""",Sao Jose Dos Campos,https://www.instagram.com/empchurras/,https://www.instagram.com/empchurras/,17774372628,,"É uma marmitaria especializada em comida brasileira, localizada no bairro Jardim Satélite, em São José dos Campos. A operação está presente no iFood, oferecendo pratos típicos da culinária nacional.",Gancho: destaque a localização estratégica no Jardim Satélite para atrair clientes locais.
K&amp;K Tradicional - O Podrão  | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/kk-tradicional---o-podrao-bosque-dos-eucaliptos/d7c7af4d-0869-479f-801e-76fef453c0de,1288713358,44869596000136,Avenida Ouro Fino 822,Bosque dos Eucaliptos,12233400,4.8,pattykrueger@hotmail.com,"""Lanches""","""$$""",Sao Jose Dos Campos,https://www.instagram.com/kekburguer/,https://www.instagram.com/kekburguer/,64256233479,,"K&K Tradicional - O Podrão é um restaurante em São José dos Campos especializado em lanches, oferecendo um rodízio variado que inclui porções, mini burguers, sanduíches e hot dogs. A operação inclui promoções diferenciadas durante a semana e opções de rodízio premium infantil. Os destaques do Instagram enfatizam a variedade de opções como rodízio, aniversários, burgers, entradas e hot dogs.",Gancho: destaque a variedade e o preço competitivo do rodízio em São José dos Campos.
Kpricho Burguer  | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/kpricho-burguer-bosque-dos-eucaliptos/0c148086-6600-4365-b0a8-f39d1503b622,1281903731,23904513000122,AV ANDROMEDA 2730,BOSQUE DOS EUCALIPTOS,12233001,4.8,,"""Lanches""","""$""",Sao Jose Dos Campos,,,,,,
Tamoios Lanches &amp; Açai | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/tamoios-lanches--acai-vila-nair/2b3a167a-4f7c-41a6-82ff-98b60c94bc9c,1298177997,55081864000177,Rua das Acácias 400,Vila Nair,12231020,4.8,luubarbosa24@gmail.com,"""Lanches""","""$""",Sao Jose Dos Campos,https://www.instagram.com/acaiisland_vilasaojose/,https://www.instagram.com/acaiisland_vilasaojose/,29048543778,1.538,"É um estabelecimento que oferece lanches e açaí, localizado em São José dos Campos, especificamente no bairro Vila Nair. A operação inclui venda de produtos como fondue de chocolate com diversos acompanhamentos e oferece serviço de delivery.",Gancho: destaque o fondue de chocolate com acompanhamentos no último post.
Marmitaria e Hamburgueria Delicias da Mamãe  | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/marmitaria-e-hamburgueria-delicias-da-mamae-jardim-satelite/3f850030-1a1f-4e06-bc50-cf27a0aea920,1297928570,38561607000113,Avenida Cassiopéia 961,Jardim Satélite,12230011,4.8,anaandrade.aparecida@gmail.com,"""Comida Brasileira""","""$""",Sao Jose Dos Campos,https://www.instagram.com/deliciasdamamae_mj/,https://www.instagram.com/deliciasdamamae_mj/,3493468989,5.362,"Delicias da Mamãe é uma marmitaria e hamburgueria em São José dos Campos, especializada em comida brasileira. O estabelecimento oferece uma variedade de produtos, incluindo opções low carb e itens personalizados, como massas frescas, saladas, pães integrais e biscoitos decorados. Os destaques do Instagram mostram uma ênfase em produtos temáticos para datas comemorativas, como Natal e Páscoa.",Gancho: elogie os biscoitos decorados com temática natalina.
Samuca Grill Delivery | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/samuca-grill-delivery-jardim-vale-do-sol/59a068cd-a968-4e21-b538-4b5ec60323ae,1298811340,45460520000115,Rua Alagoinhas 143,Jardim Vale do Sol,12238020,4.9,jetelnet.21@hotmail.com,"""Carnes""","""$""",Sao Jose Dos Campos,https://www.instagram.com/samuca_grill/,https://www.instagram.com/samuca_grill/,52210019295,1.384,"Samuca Grill Delivery é um estabelecimento especializado em carnes, localizado em São José dos Campos, no bairro Jardim Vale do Sol. A operação inclui a venda de costelas, porções e espetinhos, com um serviço de delivery disponível através de plataformas como o iFood.",Gancho: destaque o apelo visual do vídeo de costela no último post.
The Dog Lanches/marmitaria | SAO JOSE DOS CAMPOS | iFood,https://www.ifood.com.br/delivery/sao-jose-dos-campos-sp/the-dog-lanches-marmitaria-cidade-morumbi/6d100895-e1e1-488b-89d9-b9660ed2245e,1288122539,36207757000106,Avenida Arthur Antônio dos Santos 471,Cidade Morumbi,12236440,4.9,andrehlima11@gmail.com,"""Lanches""","""$""",Sao Jose Dos Campos,https://www.instagram.com/thedog_morumbi/,https://www.instagram.com/thedog_morumbi/,37692327069,1.132,"The Dog Morumbi é um estabelecimento em São José dos Campos especializado em lanches, marmitas e açaís. A operação inclui a venda de hot dogs, lanches tradicionais, pastéis e refeições completas, com destaque para o atendimento até as 22:00. O local valoriza o bom atendimento e a qualidade na cozinha, sendo gerido por André e Josi.","Gancho: destaque a promoção de 3 hot dogs por R$40,00 disponível no aplicativo."
