name,url,phone,cnpj,streetAddress,neighborhood,zipcode,rating,email,cuisine,priceRange,regiao
Gigga&#x27;s Pizzaria (Av.Amadeo Barbosa) | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/giggas-pizzaria-avamadeo-barbosa-areal/5f4c42a6-d58d-4670-b392-34ee84513acf,40030053,18852085000100,Avenida Amadeu Barbosa 1188,Areal,69905853,4.8,,"""Lanches""","""$""",Rio Branco
Panificadora Boa União | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/panificadora-boa-uniao-boa-uniao/60b43c3c-c308-447b-af63-c116a9c59382,40032665,03505019000188,Avenida Fares Fegali 89,Boa União,69911784,4.9,,"""Padaria""","""$""",Rio Branco
Yoshida Sushi  | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/yoshida-sushi-conjunto-esperanca/93f1a6b7-c244-4e83-ac99-3559ee69fe38,999483522,50894616000121,Travessa Raimundo Melo 157,Conjunto Esperança,69915130,4.7,,"""Comida Japonesa""","""$""",Rio Branco
Vai de Soberanos - Hamburgueria Artesanal  | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/vai-de-soberanos---hamburgueria-artesanal-bosque/b14b807f-372f-48bf-a517-d3ff998a8106,999242321,52162961000104,Rua Guiomard Santos 353,Bosque,69900724,4.8,,"""Lanches""","""$""",Rio Branco
Pizzaria Casa da Pizza | Rio Branco | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/pizzaria-casa-da-pizza-vila-ivonete/fdc1aebc-5c11-41eb-8a55-ce53e9b56ca2,32284582,20964211000151,Avenida Antônio da Rocha Viana 2821,Vila Ivonete,69914460,4.7,,"""Pizza""","""$$$""",Rio Branco
"El Shaday Lanche, Pizzaria Xavier Maia | RIO BRANCO | iFood",https://www.ifood.com.br/delivery/rio-branco-ac/el-shaday-lanche-pizzaria-xavier-maia-parque-dos-sabias/160b23d7-d337-410b-be94-9f46dd352766,40032665,47039364000149,Estrada Jarbas Passarinho 596,Parque dos Sabiás,69903190,4.8,,"""Lanches""","""$""",Rio Branco
Deck Burger - Delivery Rápido | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/deck-burger---delivery-rapido-capoeira/1aacff86-3ec5-4159-94a4-44e134073a4e,21025738,23446287000183,TV EGITO 103 103,CAPOEIRA,69905016,4.8,,"""Lanches""","""$""",Rio Branco
Chalé do Trigo - Pães e Doces | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/chale-do-trigo---paes-e-doces-aviario/6d8d1060-70d5-4808-acd4-fa08fe6aee36,40032665,14362842000106,RUA RAUL BARCELAR 124,AVIÁRIO,69900842,4.9,,"""Padaria""","""$$""",Rio Branco
Tok Acriano Delivery Marmita | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/tok-acriano-delivery-marmita-mascarenhas-de-morais-abraao-alab/7b8f3e4f-13e2-4b77-b359-82cd9617eaf5,992380030,42455079000195,Rua Major Ladislau Ferreira 487,Mascarenhas de Morais Abraao Alab,69900279,4.6,,"""Comida Brasileira""","""$""",Rio Branco
Brasero Espetos &amp; Caldos - Vila Rio | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/brasero-espetos--caldos---vila-rio-jardim-de-alah/cfc7d045-163c-4eaa-9087-9f713ec376da,999127611,39936287000100,Rua Fátima Maia 300,Jardim de Alah,69915572,4.7,,"""Comida Brasileira""","""$$$""",Rio Branco
Pizza Mix | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/pizza-mix-capoeira/005861a6-fa96-4426-a9a6-519e27ce6d9d,999301010,21019122000280,Travessa Felisbela do Nascimento 285,Capoeira,69905008,4.8,,"""Pizza""","""$$$""",Rio Branco
Artesanale Brownies | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/artesanale-brownies-conjunto-manoel-juliao/0839ac61-3ac0-4bff-a19e-e07a944818c2,992167946,39657049000157,Rua Comércio 211,Conjunto Manoel Julião,69918440,4.9,,"""Doces &amp; Bolos""","""$""",Rio Branco
El Shaday Ipê | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/el-shaday-ipe-distrito-industrial/0f5f1d18-18a6-4b59-ac1e-0c79e0758cd8,40032665,35483755000250,BR-364 4670,Distrito Industrial,00069911,4.9,,"""Açaí""","""$""",Rio Branco
Marmitaria Prato Cheio | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/marmitaria-prato-cheio-capoeira/1cc912a7-fd0c-43da-8b6c-49f87a4df631,920009226,11999662000133,TRAVESSA CAMPO DO RIO BRANCO 291,CAPOEIRA,69905022,4.8,,"""Marmita""","""$""",Rio Branco
D&#x27;terra Burguer | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/dterra-burguer-triangulo/2a4ed85d-e0d5-45fc-94a9-98eb65ad5bac,984094989,45773730000163,Via Chico Mendes 528,Triângulo,69900000,4.9,,"""Lanches""","""$""",Rio Branco
Pizza Mix - Isaura Parente | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/pizza-mix---isaura-parente-isaura-parente/606d8a87-2c26-4fcf-b66a-71e4bb71416d,999744771,21019122000280,Rua Isaura Parente 1772,Isaura Parente,69918270,4.9,,"""Pizza""","""$""",Rio Branco
Fogao a Lenha | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/fogao-a-lenha-novo-horizonte/61ba3c2f-3361-4fd6-9d8b-0c4e0679e88f,40032665,13003244000170,ESTRADA DA FLORESTA 620,NOVO HORIZONTE,69915254,4.6,,"""Comida Brasileira""","""$""",Rio Branco
Bom Tempero Churrascaria (gamileira) | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/bom-tempero-churrascaria-gamileira-seis-de-agosto/66605c72-3b94-4f5a-91fc-727ac96c0d32,984266730,43099198000115,"Rua: Cunha matos, 315- seis de agosto 315",Seis de Agosto,69905590,4.9,,"""Marmita""","""$""",Rio Branco
Brasão Norte Hamburgueria | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/brasao-norte-hamburgueria-mocinha-magalhaes/753e840f-8d9a-4322-86a9-c9e9e808b697,984286892,60976273000106,Rua Melancia 537,Mocinha Magalhães,69920020,5,,"""Hambúrguer""","""$""",Rio Branco
Tacaca do Toinho | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/tacaca-do-toinho-bosque/85a79a9b-1f17-4655-98e3-2b1a82614d61,40032665,11885368000109,Rua Coronel Alexandrino 635,Bosque,69900697,4.7,,"""Comida Brasileira""","""$""",Rio Branco
Restaurante Mata Nativa - Morada do Sol | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/restaurante-mata-nativa---morada-do-sol-morada-do-sol/90a17d2f-1616-4517-9328-b80c8bafe152,992103596,08133200000124,Rua Marte 1052,Morada do Sol,69901154,4.9,,"""Comida Brasileira""","""$$$$$""",Rio Branco
China in Box - Rio Branco | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/china-in-box---rio-branco-bosque/ae7653ba-1b3f-4ac5-96dc-fe3af6797de7,32249090,52453932000193,Avenida Nações Unidas 361,Bosque,69900721,4.7,,"""Comida Chinesa""","""$""",Rio Branco
Cafe da Toinha | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/cafe-da-toinha-bosque/c15576c0-319c-4944-b936-2410b4a14caa,999449898,34706747000181,Rua Coronel Alexandrino 664,Bosque,69900658,4.8,,"""Cafeteria""","""$""",Rio Branco
Spoleto - Rio Branco | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/spoleto---rio-branco-bosque/c2084080-3398-4c00-8af4-08078d8c9085,40030053,29315004000140,AV NACOES UNIDAS 361,BOSQUE,69900721,4.8,,"""Comida Italiana""","""$$$""",Rio Branco
Imperium Hamburgueria | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/imperium-hamburgueria-nova-esperanca/c3193de2-ff8e-4662-937c-7fbfc9783bcb,40032665,42405388000150,Rua Cristo Rei 239,Nova Esperança,69915216,4.8,,"""Lanches""","""$""",Rio Branco
Chiquinho Sorvetes Bosque | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-mt/chiquinho-sorvetes-bosque-bosque/e34355e4-eac9-4d9a-94ab-672ae4ba125c,992088237,50974692000147,Rua Quintino Bocaiuva 1689,Bosque,69900718,5,,"""Sorvetes""","""$""",Rio Branco
D&#x27;terra Restaurante | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/dterra-restaurante-triangulo-velho/03121ee5-12a7-4814-b054-cc8e6229f09a,999680912,00672371000110,Via Chico Mendes 528,Triângulo Velho,69906210,4.8,,"""Comida Brasileira""","""$$""",Rio Branco
El Shaday Rui Lino | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/el-shaday-rui-lino-conj-rio-lino/2b37f279-e3fe-4d3e-be75-a4248b11dd41,999772996,54980334000106,R. Padre Paulino 223,Conj. Rio Lino,69919830,4.9,,"""Açaí""","""$""",Rio Branco
Guia Delivery + | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/guia-delivery--estacao-experimental/5fa1b2d3-ec01-482e-abd1-6d0083da437f,999016872,23707794000123,Rua princesa isabel 469,estação experimental,69918176,4.8,,"""Pizza""","""$$$""",Rio Branco
Arena Conveniencia | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/arena-conveniencia-comara/62756c5a-9877-421d-8fe4-c37c3b4e064c,40032665,55772378000103,Via Chico Mendes 2583,Comara,69906326,4.8,,"""Marmita""","""$""",Rio Branco
Varanda Carioca | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/varanda-carioca-nova-esperanca/6669f1c4-cd23-4dc0-920e-6ec741ee942d,992819193,31485114000100,Avenida 7 de Setembro 290,Nova Esperança,69915220,4.4,,"""Marmita""","""$""",Rio Branco
Restaurante Puro Sabor | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/restaurante-puro-sabor-xavier-maia/6cd51dcb-ee66-4f18-931f-d2d15ee99bf0,996038939,42317265000168,Avenida Brasil 1320,Xavier Maia,69903068,4.8,,"""Marmita""","""$""",Rio Branco
Marmita - Churrascaria Du Cheffão | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/marmita---churrascaria-du-cheffao-manoel-juliao/82aaadc8-68da-42a8-8a16-68712a5f56c2,96078811,32801588000179,Rua Aderbal Brasil 574,Manoel Juliao,06991422,4.7,,"""Comida Brasileira""","""$$""",Rio Branco
Sorveteria e Pizzaria Pinguim | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/sorveteria-e-pizzaria-pinguim-bosque/8f34431e-3660-4d0f-9152-d793d218ff7b,40030053,04594511000130,AV CEARA 1930,BOSQUE,69900379,4.9,,"""Comida Italiana""","""$$$""",Rio Branco
Nova el Shaday Xavier Maia | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/nova-el-shaday-xavier-maia-parque-dos-sabias/99da689f-78e7-43a5-8540-287663ed1b7f,999508406,52261397000179,Estrada Jarbas Passarinho 596,Parque dos Sabiás,69903190,4.8,,"""Comida Árabe""","""$""",Rio Branco
N1 Chicken - Frango Frito Crocante | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/n1-chicken---frango-frito-crocante-nova-esperanca/a33c4763-3c95-462e-9b09-a6bdc0a66283,32232271,46126087000149,Estrada do Calafate 1119,Nova Esperança,69915196,4.4,,"""Lanches""","""$""",Rio Branco
Sorveteria Boneco de Neve | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/sorveteria-boneco-de-neve-bosque/d5084d0a-6ea7-4295-8eb8-d8e41daf2719,999025020,06944355000115,AV NACOES UNIDAS 129,Bosque,69900721,4.9,,"""Sorvetes""","""$$$""",Rio Branco
"Vila Monster - Pizza, Burger, Sushi &amp; Espetos | RIO BRANCO | iFood",https://www.ifood.com.br/delivery/rio-branco-ac/vila-monster---pizza-burger-sushi--espetos-vila-ivonete/fe7197c0-1daa-4d58-9ae9-dd584e562c76,996114297,47947224000179,Rua Benedito Maia com Av Getulio Vargas 47,Vila Ivonete,69918658,4.8,,"""Lanches""","""$""",Rio Branco
Boali Alimentação Saudavel - Rio Branco | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/boali-alimentacao-saudavel---rio-branco-vila-ivonete/0a81b315-5c34-4056-bdcc-cb5be5a43343,999999999,23446287000698,Rua Ipanema 209,Vila Ivonete,69914560,4.8,,"""Comida Saudável""","""$$$""",Rio Branco
Doce Deleite | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/doce-deleite-bosque/3821537a-0d7e-45b8-8b84-2dfdbafbe6c2,40030053,18065451000172,Avenida Nações Unidas 55,Bosque,69900721,4.7,,"""Doces &amp; Bolos""","""$$$""",Rio Branco
Maria e João Doceria | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/maria-e-joao-doceria-bosque/65c2ca19-2351-4bea-8dd7-f5a93f8ef4b9,992156900,43177946000130,Rua Milton Matos 265,Bosque,69900634,4.8,,"""Doces &amp; Bolos""","""$$""",Rio Branco
Pizzaria - Pizza em Casa | RIO BRANCO | iFood,https://www.ifood.com.br/delivery/rio-branco-ac/pizzaria---pizza-em-casa-wanderley-dantas/90d632bf-b98b-4cf8-b64f-e4a645778a04,32241631,14850049000148,Estrada Jarbas Passarinho 353,WANDERLEY DANTAS,69902790,4.8,,"""Pizza""","""$$$""",Rio Branco
