id,fantasy_name,state,city,mrr,survival_days,has_clube,has_pos,has_totem,is_deleted
709,RUSTIC GOLD BAR E RESTAURANTE,,,0,107.82380383101852,0,0,0,1
105738,Multilojas Gal Yak ,,,0,147.72275445365742,0,0,0,0
57096,Pizza du Cheff,RJ,Rio de Janeiro,217,80.89986685185185,0,0,0,1
59208,Mr Gulla,BA,Mirante,150,204.1508064236111,0,0,0,1
127221,Restaurante do Guilherme Ribeiro,RS,campo bom ,0,12.865590078657407,1,0,0,0
96762,Caldo Nordestino,,,0,53.27591847222222,0,0,0,1
95772,Robson Churrasquinho,ES,Colatina,0,53.36392935185185,0,0,0,1
69009,RomuPizzaria Bariri,SP,Bariri,560,360.71559885416667,1,0,0,1
5715,Massa Magra Confeitaria Inclusiva,RS,Novo Hamburgo,0,126.70675195601852,0,0,0,1
66204,Heróis Super Burger - Goiânia,GO,Goiânia,900,76.24782711805555,1,0,0,1
74223,Cantinho do espeto,MS,Itaporã,199,174.9083026388889,0,0,0,1
9609,Marz café,MG,Camanducaia,200,711.8227772916666,0,0,0,1
53400,Massa Show - Guriri,ES,São Mateus,400,153.91195336805555,1,0,0,1
4527,La Barbara,SP,São Paulo,348,1082.7656504258796,1,0,0,0
83397,Filipa Bistrô,SP,Bauru,899,69.93822314814815,1,0,0,1
62310,Bartô Galatico - Up Town,RJ,Rio de Janeiro,700,251.82558530092592,1,0,0,1
63366,My Crush Burguer - Vila Germânica,SC,Blumenau,898.95,306.96060421296295,1,0,0,1
114714,Camila Boarro Confeitaria,ES,Vitória,179,87.9249584375,0,0,0,1
85971,Gabioreano.confeitariagourmet,SC,Tubarão,199,77.0862971412037,0,0,0,1
125967,Boteco odara,AL,Maceió,298,15.882037624953703,0,1,0,0
40068,Gelati Artigianale,RJ,Rio de Janeiro,80,221.82805119212964,0,0,0,1
42246,Vênus Drinkeria,MG,Santa Luzia,220,349.15377969907405,0,0,0,1
80691,Villa Saraiva,MG,Uberlândia,299,293.8001385416667,0,1,0,1
38814,Tortas e Sonhos,DF,Brasília,207.58,195.75851137731482,0,0,0,1
12480,Baise,PE,Recife,270,853.1849209375,0,0,0,1
26373,Oxente Gastrobar,GO,Aparecida de Goiânia,129.33,377.77394458333333,0,0,0,1
61221,Merak Gastrobar LTDA,TO,Palmas,320,456.59019564578705,0,0,0,0
90064,Fabiana Churrasquinho Bar,ES,Serra,629.28,250.7755588286574,1,1,0,0
98280,Brigadeiros da Nina,RJ,Rio de Janeiro,99,0.08244954861111112,0,0,0,1
110523,Tulip Cafe & Art,SC,Urubici,218,119.85130958097223,0,0,0,0
274,Hamburgueria Rezende,SP,São Paulo,0,192.0765367939815,0,0,0,1
81483,Ox na Brasa LTDA,MS,Dourados,1200,0.000711087962962963,1,0,0,1
81219,Dog do chef,GO,Cristalina,449,90.97189854166666,1,0,0,1
3735,Casa do Torresmo,ES,Serra,0,0.020467245370370372,0,0,0,1
107124,Banana Food - multilojas,,,0,139.97318372449075,0,0,0,0
53598,Gato Preto Pub Rock,SP,Taubaté,331.17,517.7913653448611,1,0,0,0
43468,Ôto Sabor,BA,Brotas de Macaúbas,199,496.88015625,0,0,0,1
68646,Flow Paiva,PE,Cabo de Santo Agostinho,900,411.9443673471759,1,1,0,0
27627,Merlô Butiquim,MA,Imperatriz,200,385.6862162847222,0,0,0,1
127254,Confeitaria Karol Viana,undefined,undefined,149,12.835333423564816,0,0,0,0
707,Oca de Savóia - Ipiranga,,,0,0.5872695601851852,0,0,0,1
97092,Crepezada 027,,,0,74.82004306712963,0,0,0,1
50067,DÉZO RESTAURANTE,ES,Ibiraçu,314,557.7912637013426,0,0,0,0
35,House Burgers,,,0,275.82274368055556,0,0,0,1
67227,Don Petit,MG,Madre de Deus de Minas,323,81.86215400462963,0,0,0,1
11391,Saborella Sorvetes Finos Ltda,DF,Brasília,460,605.0278730439815,0,0,0,1
40134,Santo Pastel,SP,Jaboticabal,60,307.01009569444443,0,0,0,1
109401,DDBURGER,DF,Brasília,750,63.045431145833334,1,0,0,1
350,Butiquim Do Hermes,ES,Colatina,0,68.64243694444444,0,0,0,1
41158,Wano cozinha oriental,,,0,657.6769532615277,1,0,0,0
130,Five Sport Bar,,,0,0.0031677430555555556,0,0,0,1
131,Five Sport Bar,,,0,0.0007514930555555556,0,0,0,1
184,Direto da Roça,,,0,25.244558668981483,0,0,0,1
76467,Doggao e Pratos de Responsa,,,0,337.7377656920833,0,0,0,0
58416,Senhor Pizza,,,119,34.139792523148145,0,0,0,1
15,Restaurante Takeat,,,0,378.82496605324076,0,0,0,1
10995,Delicia de Menu,CE,Fortaleza,0,215.81534758101853,0,0,0,1
106431,Parrilleros Steak Bar Quiosque,PA,Redenção,268,48.155388530092594,0,0,0,1
60297,Sorveteria Caminho do Mar,SP,Caraguatatuba,148,262.0669118634259,0,0,0,1
54324,Santa Forneria - Multilojas,,,0,82.73563366898148,0,0,0,1
16242,Estação Açaí Loja 2,MT,Alta Floresta,135.67,483.89777556712966,0,0,0,1
98016,Madonna Pizza's,ES,Linhares,0,202.7293391064352,0,0,0,0
39672,A Ilha Sports,SP,São Paulo,400,202.80317643518518,0,0,0,1
223,Ditos Guriri,ES,Sao mateus ,835,1359.5102331573612,1,0,0,0
106893,Reserva Sushi,RJ,Porto Real,399,140.79572779856483,1,0,0,0
70890,Pousada Encanto da Lua,BA,Cairu,449,379.7263691874537,1,0,0,0
997,Teste de Importação,,,0,5.891855891203703,0,0,0,1
84783,Casaria Salvador,BA,Salvador,999,284.7934348818981,1,0,0,0
120160,Deck Italia Pizza Bar,SP,Campinas,0,62.003210414305556,1,0,0,0
366,Rei do Caranguejo,,,0,0.00046730324074074073,0,0,0,1
402,Restaurante Stheferson,,,0,0.007632314814814815,0,0,0,1
76335,Faros Lanches,SC,Florianópolis,367,174.12816918981483,0,0,0,1
376,Restaurante do Pedro,,,0,14.057038668981482,0,0,0,1
86895,Churrascaria Badboy,PA,Ananindeua,549,119.31548820601851,1,0,0,1
429,Franguinho Villas,,,0,0.02082462962962963,0,0,0,1
51750,Quintal Foguero,ES,Serra,360,536.9772328101388,0,1,0,0
73629,Cucina dello chef,PB,João Pessoa,179,85.35861988425926,0,0,0,1
65644,Churrasco de Quinttal,PA,Belém,600,428.74588263652777,1,0,0,0
105079,Eskimó Sorvetes - Juruena,MT,Juruena,350,123.99021224537037,1,0,0,1
129962,Restaurante Coma Bem ,ES,Colatina,0,0.7922330416203703,0,0,0,0
99996,Leosmar e Terezinha - Bar e Restaurante,MG,Lavras,0,189.7188490022685,0,0,0,0
34920,Aikifome,PA,Ananindeua,0,30.110071550925927,0,0,0,1
55710,Krepioca,TO,Palmas,120,67.62743108796296,0,0,0,1
36306,REIGADÃO BURGUER,PR,Cascavel,200,551.8448844907407,0,0,0,1
111678,Mago do Ifood,,,0,111.97360554162037,1,0,0,0
107,Aleixo Restaurante (SN),ES,Vitória,400,1130.2496470486112,1,0,0,1
29871,Lanchonete Caldo de cana,MG,Governador Valadares,0,320.9055045601852,0,0,0,1
78150, Brigaderia Belga,BA,Feira de Santana,900,101.10734685185186,1,0,0,1
104089,Buana Tricolor,ES,Vitória,0,0.0015765046296296295,0,0,0,1
67623,Pizza Ventana,RO,Porto Velho,199,257.94208796296294,0,0,0,1
380,AH MAR CASA PRAIA,,,0,323.66443130787036,0,0,0,1
244,Green Smell,SC,Blumenau,0,136.15538940972223,0,0,0,1
85608,A torteria,,,0,7.885136087962963,1,0,0,1
13569,DocesCakes confeitaria,PE,Santa Cruz do Capibaribe,130,639.9070821643519,0,0,0,1
12150,Flow - Matriz,,,0,987.8312159698611,0,0,0,0
5979,Restaurante Teste,ES,Vitória,0,1064.704078145787,1,0,0,0
128937,Skimell,undefined,undefined,0,5.941353064768519,0,0,0,0
391,Paraíso das Delícias [CNL],SP,Presidente Prudente,0,498.99867200231483,0,0,0,1
126397,Sunrize Shakehouse,SP,Barueri,0,14.644578215231482,1,0,0,0
109468,Fasfest hamburgueria,BA,Salvador,199,63.05424719907408,0,0,0,1
55413,Hamburgueria Florida - Lorena,SP,Lorena,192,366.9274475347222,0,0,0,1
50562,Açaí São Bento,AL,Coruripe,82.6,62.158048541666666,0,0,0,1
22545,Grupo O Rei [CNL],AL,Maceió,0,197.90172857638888,1,0,0,1
298,A Casa Parrilla Bar,,,0,942.9714007291667,0,0,0,1
91813,agoravai20,ES,Vila Velha,0,0.0007527546296296296,0,0,0,1
64191,Pizzaria Guararema,SP,Guararema,350,137.8057163888889,1,0,0,1
11787,PARADA DO ESPETO,RJ,São Gonçalo,0,249.9585837962963,0,0,0,1
129268,Nápoli Pizza,PA,Almeirim,0,5.6504878101388885,0,0,0,0
351,O abençoado - Hamburgueria e Espetitnho,,,0,4.033625798611111,0,0,0,1
29013,Cuscuz Mania - Aruana,,,100,334.93952355324075,0,0,0,1
76797,Restaurante do Matheus,ES,Vitória,0,334.8374128448611,1,0,0,0
94650,Ceres Restaurante,MG,Lavras,399,218.83669412958332,1,0,0,0
31755,Estação 1904,RS,MARAU,420,509.90922190972225,0,0,0,1
41949,V.C. Joalheria e Acessórios,SP,São Paulo,62.33,346.75214010416664,0,0,0,1
27561,COLLAB HOUSE,MG,Uberaba,280,452.0633492476852,0,0,0,1
93264,China Sushi Express,MS,Ponta Porã,0,33.80451726851852,0,0,0,1
322,Mark - Auxiliadora,RS,Porto Alegre,748,1273.6874930068982,1,1,0,0
50166,Maisabor restaurante,MS,Corumbá,317,255.7579634027778,0,0,0,1
54522,Sorvetes Moraty,SP,Francisco Morato,118,41.737534733796295,0,0,0,1
104484,BENTÔ GELATOS - JC,ES,Vitória,0,155.95140841199074,1,0,1,0
25713,Juliana Gonçalves confeitaria,MG,Betim,0,371.8642546296296,0,0,0,1
93925,Campana delivery,ES,Fundão,0,47.857981851851854,0,0,0,1
4098,Rei do peixe petiscaria e sushi bar,,,0,0.0022694907407407408,0,0,0,1
74949,Paris Beer,AM,Parintins,199,347.8436333656945,0,1,0,0
79668,Churrascaria Gaucha,MS,Naviraí,450,55.96107535879629,1,0,0,1
24393,OTOPATAMAR,MG,Conceição dos Ouros,0,81.76983219907407,1,0,0,1
106136,Nanny Foods,undefined,undefined,0,145.94789400226853,0,0,0,0
77226,Coyote Bar,PR,Curitiba,329,198.0019973263889,0,0,0,1
57393,4Uburguer Vila Madalena,SP,São Paulo,298,243.04461215277777,0,0,0,1
89535,Saidera,MT,Cuiabá,298,253.74549719671296,0,0,0,0
63432,Sprizzapizzaria,RJ,Rio de Janeiro,369,446.67344355087965,0,0,0,0
37395,CorDeCafé Cafeteria - Jales [CNL 03/25],SP,Jales,140,368.87520107638886,0,0,0,1
45678,Oásis Clube,CE,Ipueiras,139.33,475.1434090162037,0,0,0,1
110,Canto do Vinho [CNL],ES,Vitória,0,969.9715559953704,1,0,0,1
119467,Casinha Bar,RJ,Rio de Janeiro,199,68.79136922217593,0,0,0,0
123165,Kadalora Pizzaria - Agape,SP,São Paulo,690,36.886401756898145,1,0,0,0
89601,Frann Patisserie - Multilojas,,,0,253.7158359351389,0,0,0,0
103164,Casa Stein Jardim Camburi,ES,Vitória,0,7.1322957986111115,0,0,0,1
82407,Frango Araguaia,RJ,Rio de Janeiro,0,299.027709384213,0,0,0,0
31752,Estação 1904,,,0,0.0077709375,0,0,0,1
237,Casa do Burguer,,,0,44.907183402777775,0,0,0,1
13470,Tio Mário Café Bar,RJ,São José do Vale do Rio Preto,0,124.9195225925926,0,0,0,1
129333,Le Graino Beni,DF,Brasília,0,4.889262115694445,0,0,0,0
407,NaMariah Massas Especiais,MG,Viçosa,0,71.79353811342592,0,0,0,1
72573,Fazenda São Ramiro,,,498.17,365.73404778699074,1,0,0,0
110853,Churrasquinho da Fabiana - loja 3.2,ES,Serra,620,117.92539904856481,1,0,0,0
451,Menina Moça Bistrô,SP,Santos,0,298.71258190972225,0,0,0,1
26307,Hamburgueria fama,PA,Redenção,0,92.78610372685185,0,0,0,1
33567,Skina do chopp,PR,Andirá,199,192.10651881944443,0,0,0,1
74586,Feitoria da Cerveja - Laboratório,MG,Passos,0,349.94258662958333,1,0,0,0
53500,Massa Show - Multilojas,,,0,162.71420822916667,0,0,0,1
47097,Samauma Churrascaria,GO,Goiânia,293,213.93534832175925,0,0,0,1
39,Ursão,,,0,254.9916303125,0,0,0,1
43665,Fratelli Pizzeria e Ristorante,SP,Motuca,317,628.6088053680093,0,0,0,0
57162,FoodFlix,ES,Colatina,198,36.70100827546296,0,0,0,1
103199,Sultao Restaurante ,SP,São Paulo,0,168.80153246291667,0,0,0,0
7,Na lenha Pizzaria,,,0,394.0475589699074,0,0,0,1
39969,Tibys pizzaria,RS,Erechim,450,167.9418369212963,1,0,0,1
26010,Fritis Matriz,,,0,851.8542413286574,0,0,0,0
73101,Insano gourmet,ES,Pedro Canário,499,66.08911599537036,1,0,0,1
33468,Botequim Salamares,ES,Vila Velha,170.5,389.84152190972225,0,0,0,1
42543,Affogata,MG,Itajubá,199.33,377.1072662037037,0,0,0,1
34854,Buteco da Diretoria,MG,Uberaba,243.33,736.6684544883797,0,0,0,0
56337,Amaranthus,MG,Uberlândia,448.67,305.9474419097222,1,0,0,1
102339,Don Gosttus - Confeitaria e Café,PI,Piracuruca,268,176.58027434949074,0,0,0,0
2718,Restaurante Mistura Fina,SP,Sorocaba,129,808.4521065277778,0,0,0,1
70725,Itapoint,MG,Itabirinha,499,251.8466050925926,1,0,0,1
82242, La Casa de Burger,RJ,Rio de Janeiro,298,299.72282821523146,0,0,0,0
11853,Espetinho Mário Andreazza ,MA,São Luís,60,583.8385674305556,0,0,0,1
35250,Peixaria e Petiscaria Boturoca,SP,São Vicente,110.67,431.0654898263889,0,0,0,1
124515,RESTAURANTE DA MÁRCIA,sp,SÃO Paulo,0,25.79837028699074,1,0,0,0
62079,Aloha Bistrô da Praia,SP,Caraguatatuba,498,28.079185648148147,1,0,0,1
82178,OX na Brasa,,,0,299.8200144073611,0,0,0,0
2580,Josephina Pizza & Esfiha,SP,Buri,0,162.05373789351853,0,0,0,1
76500,Conveniência e Petiscaria Atlanta,PI,Paulistana,199,50.19687282407408,0,0,0,1
88751,Japamania - Maracanaú,CE,Maracanaú,900,259.79325681476854,1,1,0,0
34755,GENOWA RISTORANTE & PIZZERIA,PR,Curitiba,434,504.0982734837963,1,0,0,1
420,Chefs Burger Fiscal iFood,,,0,86.65587614583333,0,0,0,1
94056,Caroli,ES,Vitória,99,68.12075479166667,0,0,0,1
103692,Restaurante da Teka,ES,Vitória,0,161.80963717356482,1,0,0,0
75510,Robalo Restaurante LTDA,ES,Linhares,499,125.08250695601852,1,0,0,1
77787,Bar e Restaurante Point do Cabral,ES,Serra,449,117.0973663425926,1,0,0,1
113559,Multilojas Grupo DD,,,0,102.83951842356481,0,0,0,0
65181,Sushi Uai Delivery ,RJ,rio das ostras ,300,300.1441056944444,0,0,0,1
83365,FEITO COM ARTE,RJ,Macaé,719.17,75.06430792824074,1,0,0,1
417, Yassin Culinária Árabe,,,0,53.9419419212963,0,0,0,1
412,Arena Sport & Bar,,,0,0.08061600694444444,0,0,0,1
129432,Farfalla Cafeteria Matriz,SP,São Paulo,0,4.773470900416667,0,0,0,0
23799,Flow casa coffee colab,RS,Ivoti,0,0.010234467592592592,0,0,0,1
94914,Disk Delicia,BA,São Félix,0,62.356975069444445,0,0,0,1
11655,Hot way Fast Food Eireli ,PA,Belém,89,852.8643272685185,0,0,0,1
8125,Flow - Jundiaí,SP,Jundiaí,600,1037.7655313286575,1,0,0,0
11094,Dê Lanches Premium,SP,Pirassununga,0,46.81972994212963,1,0,0,1
93198,KCHAÇA BRASIL,ES,Cariacica,0,29.878689166666668,1,0,0,1
55116,Terminal BTG Pactual,SP,Guarulhos,250,501.7390141064352,0,0,0,0
59406,restaurante da sara,,,0,0.0014261226851851852,0,0,0,1
14163,Dona Canô Restaurante,SP,São Paulo,0,55.995317523148145,1,0,0,1
67326,Café em Pauta,ES,Vitória,300,424.30529527541665,0,1,0,0
125,Skenta Lounge,,,0,639.126769537037,0,0,0,1
102801,La Mafia Pizzas,SC,Orleans,149,57.22901173611111,0,0,0,1
75081,Ânima Pizza,SP,São Paulo,179,347.7546647314352,0,0,0,0
45909,Deck Bar e Restaurante,MG,Unaí,290,115.75937627314815,0,0,0,1
95608,shfgkshjfbs,ES,Fundão,0,0.0033990277777777777,1,0,0,1
13503,Backup Cardápio Ragaphy,,,0,110.70127641203703,0,0,0,1
72705,Taiyo Multilojas,,,0,364.80549863189816,0,0,0,0
71286,Brasa Caiçara,ES,Vila Velha,650,81.89513341435185,1,0,0,1
1557,Cariocaxx Burguer ,ES,Serra,0,269.0276439699074,0,0,0,1
75906,Nuh Cookies - Patio Lagoa,MG,Sete Lagoas,370,342.5588971619907,0,0,0,0
114252,É Losso,RJ,Itaboraí,647.1,97.65722625921296,1,0,0,0
43,Casa do Pão ,,,0,222.1082727314815,0,0,0,1
107421,MOO LANCHES,ES,Linhares,0,138.66969483560186,0,0,0,0
50496,Tou na Pizza,PB,Areia,212,260.00236608796297,0,0,0,1
2316,CAFÉ COM AMOR CAFETERIA,RJ,Maricá,120,1089.0922830439815,0,0,0,1
61716,Araça Burger,ES,Linhares,1347,152.80137053240742,1,0,0,1
55545,Tempero de Mãe,MT,Sinop,178.2,118.0140530324074,0,0,0,1
50694,The Cookiery - Fazendinha,PR,Curitiba,350,399.0126492939815,1,0,0,1
61684,Lê Pausa Café,AM,Manaus,178.33,138.783481875,0,0,0,1
54852,Panificadora Leonara,BA,Camaçari,329,125.08853899305555,0,0,0,1
373,Restaurante do Miguel,,,0,11.22429241898148,0,0,0,1
92010,Eli Restaurante,MT,Cuiabá,279,206.86174275462963,0,0,0,1
570,Distribuidora Nuevo Mundo,,,0,0.05977023148148148,0,0,0,1
127122,KINGBIER - LOJA SVV,ES,Vila Velha,225,12.990713330972222,0,0,0,0
112800,Açaí Express,BR,Ponta Porâ,99,106.97909592356481,0,0,0,0
35448,Vai quem Sabe Restaurante,PE,Ipojuca,350,295.9257262152778,1,0,0,1
30003,Brokadus Açai & Burguer ,GO,Aparecida de Goiânia,160,574.0798694212963,0,0,0,1
51321,Carreiro,MG,Araguari,550,376.96230152777775,1,0,0,1
56964,Restaurante Fua,BA,Mucugê,240,337.11879902777775,0,0,0,1
8223,ISABELLA FRAGA,MG,Governador Valadares,0,233.85245024305556,0,0,0,1
89238,Frann Patisserie - Matriz,BA,Vitória da Conquista,499,68.99525027777777,1,0,0,1
127321,Multilojas Fast Pizzaria,,,0,12.75545659486111,0,0,0,0
30564,Sucreepe - Produção,AL,Maceió,44.5,381.75100189814816,0,0,0,1
5286,FRANGÃO DA CIDADE,SP,Taubaté,0,27.64820726851852,0,0,0,1
3177,Golden Vip Hookah,DF,Brasília,0,79.63172662037037,0,0,0,1
70230,Jensen's Brasil 39.506.934/0001-35,SP,Valinhos,499,309.93952185185185,1,0,0,1
64983,Hamburguer Perfeifeito,,,0,300.2364796990741,1,0,0,1
70,Mohengs Delivery,,,0,169.89196090277778,0,0,0,1
172,Forneria Mileto,SP,São Paulo,0,165.02227765046297,0,0,0,1
76,Don Aguilar,,,0,127.8621546875,0,0,0,1
57525,Dona Pink Fit,RS,Santa Cruz do Sul,267,34.90099652777778,1,0,0,1
1822,Bull House,,,0,81.8934669212963,0,0,0,1
80592,Grimme,SC,São Francisco do Sul,318,22.886598657407408,1,0,0,1
96498,Mun Restaurante,SP,São Paulo,209,209.76824937263888,0,0,0,0
364,Empório Gerais de Minas [CNL],MG,Cataguases,0,433.4675856712963,0,0,0,1
129663,Fornello Pizzaria,RS,Esteio,0,2.0127414906944443,1,0,0,0
129729,Bar Guanabara,SP,São Paulo,0,1.795434384212963,1,0,0,0
96696,Modestia às Favas,,,0,209.5617127522685,0,0,0,0
58,Petiscone,,,0,209.89027081018517,0,0,0,1
33633,Castelo Landelom fondue temático,RS,Gramado,0,114.18102587962963,1,0,0,1
82276,Pala7 Rooftop,BA,Salvador,999,299.6840051249537,1,0,0,0
21654,CorDeCafé Cafeteria,SP,Palmeira D'Oeste,238,896.827675958287,0,0,0,0
53532,Conveniência Xingu Praia Bar,PA,Altamira,200,518.6492525786574,1,0,0,0
105804,BKA Burger,CE,Morada Nova,99,79.1088627199074,0,0,0,1
20730,Cheers pub café,RS,Santo Ângelo,410,908.7003784814352,0,1,0,0
27198,Pizzaria Santa Redonda,SC,Florianópolis,469,738.8740334375,0,0,0,1
103171,Japamania - Mondubim,CE,Fortaleza,900,169.89893298375,1,1,0,0
117882,A+ Esfihas & Pizzas,SP,Guarulhos,988.33,76.80503303240741,1,0,0,1
53367,Marábo’s Pub e Restaurante,RJ,Teresópolis,268.2,491.76337854166667,0,0,0,1
193,Abba Burguer,MA,Pedreiras,0,46.0313227662037,0,0,0,1
72,Zeta Sports Coffee & Beer,,,0,163.1297506712963,0,0,0,1
56634,My Fucking Meal,SC,Florianópolis,600,160.79171844907407,1,0,0,1
51882,Mello Bistrô,MG,São João Del Rei,205.33,95.0667578587963,0,0,0,1
2056,Rei dos Sabores,MG,Buritis,0,62.78765377314815,0,0,0,1
29410,Café com Prosa - Filial,MG,Bom Despacho,280,460.8818612962963,0,0,0,1
17694,Green Prime SushiBar,RO,Ariquemes,320,937.8000415254166,0,0,0,0
8422,KAZA CAFETERIA,SC,Itapoá,250,402.90447425925925,0,0,0,1
416,Meu Sommelier,,,0,741.2176736111111,0,0,0,1
80560,Restaurante Thiago Diogo,ES,Vitória,0,176.04227972222222,1,0,0,1
73497,Shekinah,SP,Pariquera-Açu,199,43.03420262731481,0,0,0,1
19346,OKKI SUSHI,AC,Rio Branco,0,86.79368903935185,1,0,0,1
37428,Sabor da Casa,RJ,Volta Redonda,240,399.7409766782407,0,0,0,1
124152,Lendas Grill,MG,São Thomé das Letras,214.42,27.82993011337963,0,0,0,0
83793,GiGa Silvina,SP,São Bernardo do Campo,752,84.17492642361111,1,0,0,1
1096,Batataria Feitosa ,SP,Matão,0,223.8382521875,0,0,0,1
69042,Boteco Ximenes,RJ,Rio de Janeiro,298,63.16925403935185,0,0,0,1
100459,Fogaças Pizzaria e Hamburgueria Eireli,SP,São Paulo,399,187.94953419902777,1,0,0,0
55380,The Drinks,SP,Araraquara,279,497.646830009213,0,0,0,0
25779,Safira Gastrobar,MG,São José da Safira,65,422.6904675462963,0,0,0,1
83694,Flow - Varginha,MG,Varginha,400,0.00970673611111111,1,0,0,1
34260,Velho John São Luís,MA,São Luís,0,73.92977501157408,0,0,0,1
78414,Sheriff Steak - Multilojas,,,0,323.6799002059722,0,0,0,0
67393,Manel's Multilojas,,,0,421.82485300689814,1,0,0,0
75774,Empório Merlô,MT,Tangará da Serra,0,183.84215837962964,1,0,0,1
28257,teste,,,0,0.008798611111111111,0,0,0,1
32148,Café do lago,SP,Elias Fausto,369,782.6154147661574,0,1,0,0
5682,Massa Magra Confeitaria Inclusiva,RS,Novo Hamburgo,0,0.011594050925925926,0,0,0,1
200,JetMar Lounge,,,0,95.79310807870371,0,0,0,1
2943,matriz 7,,,0,0.002901365740740741,0,0,0,1
3076,Família Armazém da Pizza ,SP,Nuporanga,0,103.04500096064815,0,0,0,1
121380,Tucano's,RN,Mossoró,179,54.841206560138886,0,0,0,0
5649,Fantástica Doceria Brasil,SP,Araras,0,24.956379108796295,1,0,0,1
91915,Vitalle Massas e Pizzas,PR,Rolândia,0,231.05618850694444,0,0,0,1
128244,Vicent's,ES,Colatina,134,7.759395564768519,0,0,0,0
4593,Segredo do Sabor,SP,Piracicaba,0,30.67098615740741,0,0,0,1
31323,Cosy Coffee,MG,Uberlândia,242.58,788.9852173356019,1,0,0,0
61,Caranguejo do Assis,,,0,333.0599603703704,0,0,0,1
190,Bom Pastel e Adega Disk Gelada,SP,Sumaré,0,26.18552357638889,0,0,0,1
121,Esfiharia do Sergio,,,0,0.0001461574074074074,0,0,0,1
123855,Nutrivila,SP,Sumaré,348,29.018833516157407,0,0,0,0
247,CB To Go Vitória	,,,0,108.65249921296297,0,0,0,1
413,Arena Sport & Bar,,,0,84.68175417824074,0,0,0,1
6441,Nosso Café Cafeteria,GO,Caçu,0,0.005670173611111111,0,0,0,1
59340,Restaurante e Pizzaria Água Branca,SP,Boituva,118,64.7731837962963,0,0,0,1
348,Japa do Beco ,,,0,100.91453491898149,0,0,0,1
39544,Foodies DOCERIA,ES,Vitória,0,491.8018106828704,0,0,0,1
37098,Tabenne Café Bar,PR,Curitiba,350,706.7731144073612,1,0,0,0
61254,Heróis Burger - Guarapari,ES,Vila Velha,760,0.033114108796296296,1,0,0,1
107916,Churrascaria o Siqueirão,PI,São Raimundo Nonato,99,133.95811965041668,0,0,0,0
78381,Posto 9 Pampulha,MG,Belo Horizonte,598,317.041973599537,1,1,0,1
35547,BROOKS HAMBURGUERIA MARILIA,SP,Marília,350,166.25127493055555,0,0,0,1
60363, Doce Sabor Doceria Gourmet,SP,Águas da Prata,199,271.63429119212964,0,0,0,1
183,Pizza's Sales,PE,Jaboatão dos Guararapes,0,203.85667733796296,0,0,0,1
325,All-in Lounge,,,0,15.083866863425927,0,0,0,1
186,Bacana,,,0,84.03878710648148,0,0,0,1
120390,Melhor Parada ,undefined,undefined,199,61.690545819398146,0,0,0,0
106762,Sonho Gelado,MA,São Luís,350,140.96956701152777,1,0,0,0
92,Zattar Empório,,,0,1203.1773818402778,0,0,0,1
95475,Sr Torres Pizza & Sushi,AM,Tabatinga,0,215.94263889810185,0,0,0,0
7761,Master Pizzaria,GO,Jussara,300,1043.64673767125,0,0,0,0
124713,ALLURE COM VAREJISTA E ATACADISTA LTDA,ES,Cariacica,300,22.672961513842594,1,0,0,0
70329,Confessionário Bar,PR,Curitiba,399,126.67633365740741,1,0,0,1
450,Quiosque SAAB,SP,VINHEDO,0,61.709822280092595,0,0,0,1
18849,Gosto Paulista,RJ,Rio de Janeiro,0,63.21701989583333,0,0,0,1
94619,BAR SECRETO - CASA COR,undefined,undefined,0,218.89245738189814,1,0,0,0
204,Tuchê Pizzaria e Esfiharia,,,0,0.005292974537037037,0,0,0,1
8553,NaOrta Alimentação Saudável,MG,Governador Valadares,0,160.81811282407406,1,0,0,1
2155,Matriz - Foodhall,,,0,1126.7529400786575,0,0,0,0
43995,Los Hermanos Bagueteria,RS,Caxias do Sul,62.33,338.30895181712964,0,0,0,1
332,testebloq2,,,0,1.0915428125,0,0,0,1
195,IKIDAY SUSHI DELIVERY,SC,Florianópolis,0,109.88352166666667,0,0,0,1
103211,Lau Sweeties Matriz,ES,Vitória,399,167.6999015485648,1,1,0,0
111,Due Bar e Gastronomia,,,0,315.93683577546295,0,0,0,1
77028,Esconderijo Bar,SP,Campinas,170.15,334.67067932634257,0,0,0,0
2054,Royal Mount Cocktail Bar,SE,Carmópolis,210,1138.844150958287,0,0,0,0
6408,Nosso Café Cafeteria,GO,Caçu,0,0.05235712962962963,0,0,0,1
19080,Resenha BBQ,ES,Vitória,0,118.76848903935185,0,0,0,1
89271,Frann Patisserie - Filial,BA,Caculé,0,60.97867565972222,0,0,0,1
115079,Priscilla bolos,RJ,Rio de Janeiro,0,90.86145316893518,0,0,0,0
62278,Vix Burguer - Multilojas,,,0,448.9260544073611,0,0,0,0
1392,Teste nonna,,,0,27.951722604166665,0,0,0,1
129102,Pipoka da Karol,RJ,Itaperuna,0,5.734567023101852,1,0,0,0
400,Cervejaria Traquitanna [PAUSA],,,0,305.8929202662037,0,0,0,1
4626,Lina Caramella Doceria,,,0,71.92566645833334,0,0,0,1
122865,Vito's - Morumbi,SP,São Paulo,800,42.609815043935185,1,0,0,0
102703,Padoca Tropical,SP,Itapeva,649,174.76323536800925,1,0,0,0
31389,Jack food art & music,BA,Vitória da Conquista,249,377.84590891203703,0,0,0,1
